date,time,obs_num,transect,plant_spp,section,photo,cond,ci,trmmol,VpdL,Area,stm_rat,BLCond,Tair,Tleaf,TBlk,CO2R,CO2S,H2OR,H2OS,RH_R,RH_S,Flow,PARi,PARo,vp_kPa,VpdA
6/30/11,12:00:13,27,m4s,sac,t,26.85820444,0.846933704,311.2509556,23.22278587,3.016204733,1.5,1,4.816087216,35.45018768,34.7725029,35.38349533,400.7002258,387.260437,17.76147652,26.23867416,29.94204521,44.23278809,400.1343079,1802.907104,1936.541626,2.561396623,3.121895665
6/30/11,13:24:41,1,m4c,sac,t,29.15114867,0.674475502,287.8216549,23.43128504,3.659181071,1.5,1,4.816087216,39.02496719,38.98483276,38.95820999,400.5733948,386.2470093,25.96553421,34.45006943,36.01129913,47.77840424,399.9761047,1695.238647,1622.773193,3.361730881,3.666766125
6/30/11,13:28:05,3,m4c,sac,b,-15.18281485,0.042640341,940.8795955,1.759912226,3.878865909,3,1,4.157391489,39.04032898,37.54331207,38.97125626,400.3624573,411.2054749,25.51819801,26.80259705,35.36086273,37.14067078,400.0490417,40.58953476,33.31745529,2.615410965,4.147873086
6/30/11,13:38:05,5,m4c,typha,t,5.181156388,0.674349568,356.2227842,15.65912317,2.579841996,5,1,3.279130518,38.54229355,38.14185333,38.48895264,400.9660645,386.9166565,23.57226944,42.31718445,33.54839706,60.22643661,400.0144348,1808.892944,1250.898804,4.128784037,2.652901734
6/30/11,13:39:56,6,m4c,typha,b,-1.334610677,0.087094677,402.3840957,3.143114712,3.458098487,5.5,1,3.059565276,38.59195328,36.46495819,38.60305786,400.9272156,401.0291443,23.11121178,27.3149395,32.80316925,38.76978302,400.0005493,46.26541901,490.395874,2.66497026,3.824062778
6/30/11,13:42:53,7,m4c,typha,t,4.486172368,0.44870736,353.3153214,14.55571337,3.340833206,3.5,1,3.937826246,38.51249695,38.34544373,38.51459122,401.0238953,392.1049805,22.99355698,35.27987671,32.77666092,50.29046249,400.0194092,1830.92749,1785.090942,3.442088256,3.371520113
6/30/11,13:44:28,8,m4c,typha,b,-2.304927754,0.12747599,408.7155552,4.322269872,3.270845601,4,1,3.718261003,38.47253036,35.88576508,38.5085907,400.9911804,401.5603943,23.06568909,27.26963806,32.95041656,38.95595551,400.0432129,60.06536102,55.35457611,2.660558975,3.706233437
6/30/11,13:50:02,9,m4c,typha,t,15.41888237,0.580267274,311.44185,15.05290403,2.791019263,4.5,1,3.498695761,38.244133,38.04243851,38.20023346,400.0126953,376.2942505,23.52549553,39.78614426,34.02346802,57.54023361,400.0026855,1905.543579,2023.972656,3.881585007,2.827561277
6/30/11,13:52:26,10,m4c,typha,b,-2.947535958,0.348083788,396.6675256,8.850879961,2.601522011,4.5,1,3.498695761,38.24156189,35.50135422,38.29221725,400.203186,399.5408936,23.22813797,32.85742188,33.59768677,47.52569199,400.0326843,50.33213806,67.88343048,3.205571753,3.055205406
6/30/11,13:54:16,11,m4c,typha,t,31.42008055,0.568876379,259.2132286,18.62619647,3.421964077,2.5,1,4.376956731,38.41477203,38.3198967,38.40937424,399.9180298,375.9062195,23.11569977,34.35627365,33.12139511,49.22748184,400.0300598,1891.212158,1965.633911,3.351595619,3.439356646
6/30/11,13:56:46,12,m4c,typha,b,-2.364896922,0.415833059,391.6738569,9.887804421,2.462385878,4,1,3.718261003,38.40047073,34.99130249,38.45001602,399.7387085,398.1667175,23.06624794,32.63075638,33.0760994,46.79123306,400.0271606,33.53293228,34.96175385,3.183265566,3.017707533
6/30/11,14:04:21,13,m4c,smar,t,14.19805995,0.308922683,290.1868021,13.37495414,4.264749286,1.5,1,4.816087216,38.53375626,39.22621918,38.45194244,400.006958,392.7138062,24.32655144,29.19518089,34.63023758,41.56100845,400.0449219,1867.39502,1995.928101,2.847875051,4.133522642
6/30/11,14:06:35,14,m4c,smar,b,3.454831324,0.508233067,361.7364024,16.31662399,3.305717011,2,1,4.596521974,38.39093781,37.49776077,38.39960861,399.8652954,394.9159851,24.63169861,32.52473831,35.33430862,46.65691376,399.9962158,102.8425751,125.69207,3.172493278,3.464734151
6/30/11,14:27:42,1,m4c,stab,t,21.42549726,0.792719499,317.9805891,25.78842811,3.499995459,1.5,1,4.816087216,38.7058754,38.61839676,38.63859558,400.0796509,388.2913818,25.36461449,34.69866562,35.76296616,48.9235611,400.0450134,1572.709473,1904.091675,3.383653064,3.516256471
6/30/11,14:35:43,4,m4c,stab,b,-8.257568389,0.20907643,441.9391756,8.048003101,3.738618823,2.5,1,4.376956731,38.98503494,38.04963303,38.99290085,400.1210327,403.2536316,25.23962212,30.11810684,35.05094528,41.82582855,400.0018921,59.76749039,59.10715866,2.93658665,3.909616739
6/30/11,14:37:56,5,m4c,sac,t,27.14175202,0.86744672,309.7748551,31.28101999,3.902875493,1,1,5.035652459,39.21866608,39.25988388,39.12038422,400.237915,390.4004211,25.49160957,33.05263519,34.95801926,45.32686234,400.0396423,1869.26416,1995.547363,3.222621592,3.894992641
6/30/11,14:40:35,6,m4c,sac,b,-13.41111359,0.426621317,437.3991574,12.95011631,3.087010235,2.5,1,4.376956731,39.24964523,37.20965195,39.21626282,399.9672546,405.0704346,25.92757416,33.74794388,35.49636459,46.20290756,400.0155029,38.36338806,41.26926041,3.290376895,3.450200865
7/7/11,08:56:14,2,m3,typha,t,15.88886616,0.358883436,295.1222066,6.604333789,1.897790284,4,1,3.718261003,31.7412796,31.637043,31.72199631,400.9885254,382.6156006,22.03070259,28.43232536,45.77794266,59.07997131,400.9331665,760.6027222,994.4436035,2.780068487,1.911644219
7/7/11,08:58:07,3,m3,typha,b,-0.631945012,0.228386229,393.5392569,3.924378496,1.726577987,4.5,1,3.498695761,31.85658264,30.22223091,31.88731003,401.4426575,400.3883057,22.18610191,26.47440529,45.79932785,54.65177917,400.9085083,48.0285759,79.95967102,2.588558852,1.932965901
7/7/11,09:03:14,4,m3,stab,t,10.68778171,0.537613118,345.893457,11.1761527,2.17407506,1.5,1,4.816087216,32.09422302,32.05867386,32.07697678,399.8736572,394.2271118,22.69315529,26.76224899,46.22333527,54.51161575,400.963501,533.3058472,967.8344727,2.616889037,2.178895054
7/7/11,09:05:14,5,m3,stab,b,-0.323648942,0.022639586,408.422256,0.520563737,2.186421979,5.5,1,3.059565276,32.20859528,30.90719414,32.22654724,400.2181091,400.3761597,22.83553123,23.53275299,46.21433258,47.6253624,400.9805908,36.84777451,6.046908379,2.301139026,2.355748897
7/7/11,09:24:25,6,m3,sam,t,7.577497854,0.232135533,327.595221,5.641271456,2.396164352,1.5,1,4.816087216,32.88085556,32.56332779,32.90704727,400.3119812,396.6400146,23.8474884,25.90330887,46.4740181,50.48040009,400.9453125,186.2926941,372.0758362,2.533300406,2.440451044
7/7/11,09:25:22,7,m3,sam,b,-1.273386466,0.064316725,417.0821363,1.515693818,2.252670947,2,1,4.596521974,32.7742157,31.55013657,32.82135391,400.2932739,400.6255493,23.82484627,24.5622921,46.70956802,48.15536118,400.9690857,2.875457525,4.836506367,2.402165819,2.41692467
7/7/11,09:27:01,8,m3,typha,b,-1.724271142,0.002783325,1359.225255,0.069392985,2.352700177,5,1,3.279130518,32.8391304,31.68168831,32.90740204,400.3521423,402.4672852,23.81168365,23.89614105,46.51369095,46.67867279,400.9995728,5.510893345,8.991251945,2.33702389,2.508893981
7/7/11,09:28:53,9,m3,typha,t,16.57213999,0.479984572,307.0941269,7.817145871,1.736852581,4.5,1,3.498695761,32.93140793,32.43535614,32.95040894,400.7313843,378.8120422,23.79124451,32.2800827,46.23612976,62.73341751,401.0164185,1048.748657,1123.700562,3.157165074,1.805756649
7/7/11,09:46:30,11,m3,typha,b,0.012735179,0.08430167,384.1486407,1.992574153,2.271060689,3.5,1,3.937826246,33.85816574,32.41727448,33.91196442,400.1915588,399.4841003,25.06575012,26.762146,46.25679398,49.3873558,400.1053162,21.94465065,28.9095459,2.617966423,2.473366819
7/7/11,09:48:40,12,m3,typha,t,21.22313999,0.551805082,300.9969148,10.8124465,2.076912585,3,1,4.157391489,34.07805252,33.80981064,34.09212112,400.4475098,381.4422607,24.97037506,32.81142426,45.51817322,59.81151962,400.1125793,1293.203979,1372.324341,3.209675342,2.116647122
7/7/11,09:51:04,13,m3,stab,t,8.308791242,0.470241082,348.4529509,11.88448436,2.598269596,1.5,1,4.816087216,34.40670776,34.39329529,34.44332504,400.2610168,395.3838806,24.94194984,29.2675209,44.64306641,52.38531494,400.0623779,1287.378784,1360.858521,2.863079959,2.60030705
7/7/11,09:53:24,14,m3,stab,b,1.225724012,0.0225743,294.4454673,0.679801794,2.843911457,4,1,3.718261003,34.6737175,34.12374496,34.70700455,400.0511475,398.5547791,25.26233292,25.92438126,44.55153656,45.71910095,400.0785522,27.02157784,33.10384369,2.536089701,2.926911323
7/7/11,09:59:41,15,m3,typha,b,0.519925221,0.079676779,373.40286,1.829598186,2.206916401,4.5,1,3.498695761,34.88411713,32.68492889,34.95637131,399.9084473,398.5037231,26.176548,28.17623711,45.62915802,49.11487961,400.1227722,20.65215492,34.62500763,2.756437689,2.522687507
7/7/11,10:01:49,16,m3,typha,t,10.98449679,0.370697034,324.1244729,8.659131047,2.377416646,3,1,4.157391489,35.05610657,34.74369812,35.0756073,400.2759399,389.5094604,26.34071922,32.62232971,45.47839737,56.32387161,400.0558472,1324.980225,1427.921875,3.191279305,2.425858014
7/7/11,10:04:44,17,m3,sac,t,11.25854273,0.408315374,327.9587632,11.22046235,2.792745628,2,1,4.596521974,35.35686111,35.73671341,35.30593109,400.3034363,392.4740295,26.15745735,31.58926201,44.41669083,53.64017487,400.088623,1356.269531,1446.087769,3.090186924,2.731480011
7/7/11,10:06:01,18,m3,sac,b,-0.356571606,0.020660817,408.5943977,0.607485964,2.775438887,4.5,1,3.498695761,35.45233536,34.09650421,35.44542694,399.8287354,399.9565125,25.87649918,26.54164124,43.7084465,44.83194733,400.0845032,27.29494667,38.72438431,2.596400131,2.981794296
7/7/11,10:10:22,20,m3,stab,b,0.484687987,0.004105382,195.8936277,0.124201084,2.844681914,4.5,1,3.498695761,35.48083496,33.95207214,35.52705002,400.005127,399.4042358,25.25671387,25.39284897,42.59518433,42.82477188,400.1265564,18.08618927,30.37799072,2.484060604,3.07622368
7/7/11,10:13:32,21,m3,stab,t,13.96907161,0.494068854,325.4382081,12.78201954,2.677279771,2,1,4.596521974,35.67398071,35.22626495,35.575634,400.5143433,391.0327454,24.90860367,31.09952927,41.56213379,51.89221573,400.0857239,1270.943848,1461.292358,3.042251089,2.748447653
7/7/11,10:23:02,22,m3,typha,t,20.8021367,0.492264259,290.1120959,10.8956806,2.322730003,3.5,1,3.937826246,35.57002258,35.18605042,35.53435898,399.8645935,378.0599976,25.39011192,34.59335709,42.60992813,58.05490112,400.0292053,1071.686279,1078.501099,3.384096899,2.383600956
7/7/11,10:24:46,23,m3,typha,b,-2.331246044,0.139448769,409.9360559,3.841760564,2.668726462,3,1,4.157391489,35.48419571,34.2905426,35.51177597,400.2079163,400.8013,25.43078613,28.22975922,42.87934113,47.59874344,400.144104,42.82679367,46.4505043,2.761487805,2.851749308
7/7/11,11:19:10,1,c2,typha,t,16.98794456,0.5835572,306.6730514,9.690440129,1.839255449,5.5,1,3.059565276,35.07253265,35.08183289,34.95968246,399.5748901,371.3355713,26.44974899,39.22124481,45.60070038,67.61940002,400.9477844,1625.077637,1794.414795,3.834762713,1.837795374
7/7/11,11:21:10,2,c2,typha,b,-0.828865718,0.036850304,415.2589655,1.14403588,2.932466992,3,1,4.157391489,35.35842896,34.87419891,35.31085968,399.1054688,399.383728,26.54480743,27.37722588,45.0457077,46.45829773,401.0177917,22.32131958,24.86785889,2.676674206,3.008180748
7/7/11,11:24:27,3,c2,sam,t,20.7657747,1.149354939,338.0551622,18.94068351,1.922259163,2,1,4.596521974,35.81687164,34.24812317,35.73357773,398.7133789,384.7210388,26.63916016,35.74882126,44.07712936,59.14996719,400.9715881,1610.804565,1622.878784,3.495146588,2.163397517
7/7/11,11:28:48,4,c2,sam,b,-7.154261672,0.041311008,650.0792732,1.420254375,3.240297463,1,1,5.035652459,36.17094421,35.79555511,36.19007492,398.4891663,400.1315918,26.88106346,27.22560692,43.61818314,44.17724991,400.9906616,7.919148922,13.69086361,2.661729307,3.301564863
7/7/11,11:33:07,5,c2,typha,t,10.33561358,0.300501569,315.1366406,9.127023874,3.020720611,2.5,1,4.376956731,36.66755676,36.71949387,36.62270355,400.2570496,391.5844421,27.10659027,32.61168289,42.80252075,51.49530411,400.9640198,1461.341797,1679.557129,3.188264737,3.011907437
7/7/11,11:34:57,6,c2,typha,b,-0.096284518,0.037586715,381.1663639,1.36029744,3.407574025,3,1,4.157391489,36.86850739,36.56851959,36.85008621,400.1576843,399.8227844,27.14254379,28.13171768,42.39163589,43.93654251,400.949707,71.88405609,74.18318176,2.750325693,3.458326738
7/7/11,11:37:58,7,c2,typha,t,12.34158811,0.588728329,333.8672277,13.87589003,2.499264553,3,1,4.157391489,37.15598297,36.48228836,37.13296509,399.9595032,386.7094116,27.12852097,37.12601852,41.70967102,57.0806694,400.9223328,1480.151123,1402.502808,3.62962093,2.613281748
7/7/11,11:39:20,8,c2,typha,b,-0.037777853,0.036556627,378.2056782,1.323637805,3.408436376,3,1,4.157391489,37.34939957,36.5504303,37.3355484,399.5958252,399.2287292,27.09909058,28.06161118,41.22657013,42.69087601,400.9766846,32.83425522,26.67407227,2.743366968,3.544296058
7/7/11,11:41:25,9,c2,sam,t,22.5699609,0.870369275,326.4240002,19.12334573,2.418470257,1.5,1,4.816087216,37.6920929,35.30537033,37.66000748,400.0774841,388.8527832,27.11289406,34.02317047,40.48529434,50.80379486,400.983429,1655.39917,1712.841553,3.32612209,2.808286877
7/7/11,11:43:24,10,c2,sam,b,-0.782546318,0.242830443,382.6433691,8.030453844,3.237692577,1.5,1,4.816087216,37.82271576,36.62294006,37.82003021,399.7375183,398.8320313,27.14451027,30.05862427,40.24655533,44.56724548,400.9316101,7.009336948,11.15265656,2.938579332,3.4433888
7/7/11,12:03:31,11,c2,typha,t,23.24795747,0.635288123,284.3884439,12.30868086,2.134352287,5,1,3.279130518,37.99375916,37.67956924,37.95026016,399.033844,364.3762207,30.40478325,45.09320831,44.66232681,66.23851013,400.0988159,1828.564209,1879.975464,4.408191041,2.190386224
7/7/11,12:06:07,12,c2,typha,b,-1.161851544,0.328696975,387.253769,8.08241186,2.47364978,3.5,1,3.937826246,38.32936096,36.52504349,38.33729172,399.5355225,397.7395935,30.73333931,37.53879929,44.33122253,54.14773941,400.0688782,53.7603302,71.28791046,3.669606653,2.783784749
7/7/11,12:08:19,13,c2,sam,t,8.994341278,0.615130397,345.9572853,17.92738803,3.052431992,2,1,4.596521974,38.76560211,38.68302536,38.72491074,399.1911316,391.1891479,30.8293457,39.43771744,43.43497467,55.56317139,400.0843201,1790.078369,1984.486572,3.855255323,3.06782741
7/7/11,12:09:46,14,c2,sam,b,-5.811100474,0.600564588,396.173408,16.79302288,2.9149238,1.5,1,4.816087216,38.91584396,37.62509155,38.90714264,399.050354,398.7187195,30.84881401,36.91214752,43.11109924,51.58457947,400.1055603,20.30236816,13.32017136,3.608284642,3.14719353
7/7/11,12:14:00,15,c2,sac,t,16.68168379,0.711089613,327.6747696,22.99258628,3.422307967,1.5,1,4.816087216,39.5442276,39.55832672,39.43668747,400.5168152,390.8924255,30.77518654,39.05924988,41.58094025,52.77369308,400.0665894,1747.426025,1884.717041,3.818194251,3.41957297
7/7/11,12:15:29,16,c2,sac,b,0.502192913,0.015666771,322.4450981,0.700943176,4.158969577,2.5,1,4.376956731,39.83935165,39.46972656,39.76908112,400.3096619,399.8207397,30.74859047,31.17293167,40.89300537,41.45734406,400.0864868,32.5317688,30.55784225,3.047223755,4.230695355
7/7/11,12:21:54,17,c2,typha,t,17.57007709,0.427062066,288.4760544,12.58066896,3.022654345,4,1,3.718261003,39.82892609,39.51821518,39.78487396,400.3515015,378.0287781,30.95238113,42.99047089,41.18584442,57.20396423,400.0574951,1617.681885,1868.321045,4.202297866,3.083042409
7/7/11,12:25:29,18,c2,typha,t,23.9170225,0.503181171,267.4421982,13.27568493,2.773938373,4.5,1,3.498695761,39.75875092,39.49250412,39.72503281,400.3153076,367.9200134,31.18028641,45.43409729,41.6442337,60.68155289,400.0777283,1699.180298,1861.141357,4.441061688,2.825596159
7/7/11,12:28:07,19,c2,typha,b,-1.675793658,0.146042321,394.6994225,5.36230166,3.513955011,2.5,1,4.376956731,39.84080887,38.63330841,39.84195328,400.112854,399.8203125,31.29608536,34.53112411,41.61466217,45.9163208,400.0829468,4.68636322,2.482126474,3.375233493,3.741533447
7/7/11,12:30:02,20,c2,sam,b,-0.26457195,0.103183718,377.5468525,4.144791238,3.802485963,2,1,4.596521974,39.71490097,39.08311844,39.76805496,399.4869995,398.7928467,31.30569458,33.30900955,41.90710831,44.58882904,400.0102234,6.92634058,25.74415016,3.255644123,3.923266559
7/7/11,12:35:15,21,c2,sam,t,22.20828677,0.801471382,316.4283845,26.41290445,3.535634238,1.5,1,4.816087216,40.41057587,40.26335526,40.31932449,400.4795227,388.3083496,31.25631905,40.75509262,40.31046677,52.5607872,400.100769,1504.157715,1363.249756,3.982962379,3.565196056
7/7/11,12:43:06,22,c2,sac,t,22.45018464,0.735419312,316.6457483,19.35417282,2.807323445,1.5,1,4.816087216,40.20511627,37.8070755,40.17679596,399.9038391,388.6663208,31.71080399,38.68649292,41.34553909,50.44066238,400.0772095,1680.970581,1904.290283,3.780668158,3.248281105
7/7/11,12:44:39,23,c2,sac,b,1.006486917,0.014290082,263.0594977,0.617614203,4.013774014,2.5,1,4.376956731,40.32442474,39.35877228,40.31692886,399.8055725,399.022644,31.85684395,32.23033905,41.27146149,41.75533676,400.0777283,69.67913818,72.65796661,3.149653032,4.201493286
7/7/11,12:47:25,24,c2,stab,t,28.48473308,0.853359564,304.0891119,20.76392341,2.662546517,2,1,4.596521974,40.66883469,38.27803421,40.56715012,399.6532288,381.4520264,31.96712875,41.91319275,40.65999222,53.31070709,400.030426,1514.820923,1506.912476,4.09569681,3.111929507
7/7/11,12:49:56,25,c2,stab,b,0.365201519,0.068273439,364.1126725,2.819605008,3.885310503,4,1,3.718261003,40.91757965,39.65513229,40.86220169,399.8826599,398.3943176,31.99952888,34.72091675,40.16646576,43.58240509,400.0467224,28.35048485,59.81385422,3.392839815,4.134983068
7/7/11,12:52:53,26,c2,typha,t,15.06444489,0.6043591,313.6441612,15.92801144,2.82874894,4.5,1,3.498695761,40.89639664,40.49283218,40.83429337,399.805603,376.1192322,31.8982296,48.9397049,40.0849762,61.50017929,400.0137634,1684.107544,1511.858521,4.782337989,2.910889933
7/7/11,12:55:15,27,c2,typha,b,-6.105502731,0.491824509,404.4067565,12.38056958,2.602375329,3,1,4.157391489,40.95566177,37.76462555,40.95378494,399.5196838,400.381073,31.72473526,40.63257599,39.74057007,50.8991394,400.0132751,12.72261333,22.22549629,3.970455104,3.193499182
7/7/11,12:57:53,28,c2,typha,t,15.45259918,0.493165907,303.6563284,15.03260449,3.163512281,4,1,3.718261003,40.94007492,40.62832642,40.90916443,399.128418,377.9935303,31.73958969,46.07954025,39.79151154,57.76932144,399.9988403,1835.301392,1934.898804,4.50264699,3.227294974
7/7/11,13:01:09,29,c2,typha,b,-4.868761361,0.214013934,414.6739306,7.529633975,3.416999733,3,1,4.157391489,40.74045563,39.07547379,40.7628479,399.2401733,400.6292114,31.79726028,37.23386765,40.28792191,47.17623901,400.0257568,3.815159559,1.798006296,3.638229405,3.739050002
7/8/11,08:36:50,3,m2,typha,t,5.074527743,0.113862899,309.4617721,2.08315815,1.777165291,4.5,1,3.498695761,30.187603,29.8548851,30.21752739,399.9438171,393.3288879,22.84996986,25.12922096,51.68546677,56.84101105,400.9494629,329.1676636,378.322876,2.447901157,1.817750155
7/8/11,08:39:43,4,m2,typha,b,-1.518794867,0.042633433,444.6641173,0.866877298,1.933903324,3,1,4.157391489,30.38190842,29.91026306,30.46445847,400.1657715,401.0419922,23.02433395,23.65756798,51.50510788,52.92164612,400.9745483,5.138081551,2.907116413,2.304635578,1.991694804
7/8/11,08:41:00,5,m2,typha,t,5.281382916,0.25713115,349.0152291,4.268086879,1.66195209,3.5,1,3.937826246,30.52761078,30.00827217,30.6137085,400.214386,394.1362305,23.06832695,26.69427109,51.17610931,59.22011185,400.9862366,253.327713,493.5190735,2.60052244,1.725938489
7/8/11,08:41:59,6,m2,typha,b,-2.264193977,0.305307368,404.2684312,4.137314854,1.379690554,4,1,3.718261003,30.59819603,28.9997406,30.69993973,400.3070679,400.9111023,23.10489464,27.12027168,51.05067444,59.92272186,400.9695435,14.26964092,24.36354637,2.64202185,1.569478942
7/8/11,08:44:02,7,m2,sam,t,2.364440649,0.244242168,369.9773881,4.784746738,1.935374108,1.5,1,4.816087216,30.78979683,30.41472244,30.85821724,400.307373,398.7092285,23.17385674,24.91914749,50.64616776,54.46048355,400.9803162,180.8665314,209.8655396,2.427624824,1.982448509
7/8/11,08:46:51,8,m2,sam,b,-4.781008733,0.076353133,489.5692054,1.58650882,1.988663645,2.5,1,4.376956731,30.92493629,30.35891724,31.01165009,400.3609619,402.9431458,23.26377296,24.2289238,50.45264053,52.545784,400.9915771,3.717112541,4.839842796,2.360412213,2.059674614
